Сведения о выплатах в разрезе страховщиков,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47
89,507,  КОЛЫМСКАЯ,Хабаровск,154757,157,143800,142532,0,1268,10957,10957,7163,0,0,3794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,1867,  КОМЕСТРА-ТОМЬ,Томск,94261,0,0,0,0,0,94261,30275,3636,0,0,26639,63986,63643,61815,0,0,0,0,0,0,374,1454,343,0,0,0,0,0,0,0,2,341,0,0,0,0,0,0,0,0,0,0,0
91,3993,  КОМПАНИЯ БАНКОВСКОГО СТРАХОВАН,Москва,11500,0,0,0,0,0,11500,2035,0,0,0,2035,9465,3828,0,0,0,0,0,0,0,0,3828,36,0,0,0,0,0,0,0,0,36,0,0,5601,0,0,0,0,0,0,0,0
92,3059,  КОМПАНИЯ ПРОМЫШЛЕННО-ТОРГОВОГО,Новокузнецк,4,0,0,0,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,4279,  КООПЕРАТИВНОЕ ЕДИНСТВО,Новосибирск,2730,0,0,0,0,0,2730,0,0,0,0,0,2730,2730,1053,0,0,0,0,0,0,1677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,4296,  КООП-РЕСУРС,Вологда,567,0,0,0,0,0,567,0,0,0,0,0,567,567,0,0,0,0,0,0,0,567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,4209,  КОФАС РУС СТРАХОВАЯ КОМПАНИЯ,Москва,92101,0,0,0,0,0,92101,0,0,0,0,0,92101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92101,0,0,0,0,0,0,0,0,0
96,4189,  КРЕДЕНДО-ИНГОССТРАХ КРЕДИТНОЕ СТРАХОВАНИЕ,Москва,1173592,367260,0,0,0,0,1173592,0,0,0,0,0,1173592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1173592,0,0,0,0,0,0,0,0,0
97,4117,  КРЕДИТ ЕВРОПА ЛАЙФ,Москва,33896,0,718,718,0,0,33178,33178,33178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,4246,  КРИСТАЛЛ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,3781,  КРК-СТРАХОВАНИЕ,Москва,439722,0,0,0,0,0,439722,96946,608,0,0,96338,342776,342641,340300,0,0,0,0,0,0,1407,934,135,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0
100,4325,  КРЫММЕДСТРАХ,Симферополь,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,4326,  КРЫМСКАЯ ПЕРВАЯ СТРАХОВАЯ КОМПАНИЯ,Симферополь,11434,0,0,0,0,0,11434,4049,59,0,0,3990,7385,6685,2728,0,0,0,0,0,0,3947,10,700,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,0,0
102,4337,  КРЫМСКИЙ СТРАХОВОЙ АЛЬЯНС,Красноперекопск,79549,0,0,0,0,0,79549,4853,1621,0,0,3232,74696,74576,74564,0,0,0,0,0,0,0,12,120,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0
103,4310,  КС СТРАХОВАНИЕ,Саранск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,348,  ЛЕКСГАРАНТ,Москва,45838,0,0,0,0,0,45838,628,0,0,0,628,45210,5279,5261,0,18,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,39925,0,0,0,0,0,0,0,0
105,1675,  ЛИБЕРТИ СТРАХОВАНИЕ,Санкт-Петербург,1910289,2364,0,0,0,0,1298665,264251,26907,0,0,237344,1034414,968264,928424,0,0,1784,12635,0,0,10908,14513,43791,29158,29158,0,0,0,0,0,83,7752,6798,21320,1039,0,0,0,605000,587372,1223,16405,0
106,1427,  МАКС,Москва,13941157,0,0,0,0,0,3308206,1620210,216875,0,7462,1403335,1687996,1640041,1104294,0,0,1354,0,393,393,486185,47815,45688,44998,44998,0,0,0,70,0,150,334,136,929,1338,5214144,5214144,0,5418807,5341122,8241,69444,0
107,4013,  МАКС-ЖИЗНЬ,Москва,1228,0,1228,1228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,2226,  МАКС-М,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,195,  МАСКИ,Иркутск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,2877,  МЕГАРУСС-Д,Москва,485346,0,0,0,0,0,245588,8216,1687,0,0,6529,237372,235198,209964,0,0,0,0,0,0,25020,214,2174,277,277,0,0,0,1897,0,0,0,0,0,0,1338,1338,0,238420,238420,0,0,0
111,660,  МЕДИКА-ВОСТОК,Красноярск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,1958,  МЕДИЦИНСКАЯ СТРАХОВАЯ КОМПАНИЯ СТРАЖ,Рязань,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,484,  МЕДСТРАХ,Москва,5438,0,0,0,0,0,5438,5438,0,0,0,5438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,141,  МЕДЭКСПРЕСС,Санкт-Петербург,596509,0,0,0,0,0,533656,514436,4593,0,0,509843,19220,19006,18437,0,0,0,0,0,0,550,19,214,0,0,0,0,0,0,0,0,214,0,0,0,0,0,0,60694,60694,0,0,0
115,3594,  МЕЖДУНАРОДНАЯ СТРАХОВАЯ ГРУППА,Москва,30038,105,0,0,0,0,30038,29881,23457,0,0,6424,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0
116,3256,  МЕТЛАЙФ,Москва,3431366,0,2398451,2078235,259187,320216,1032915,1032915,298765,0,0,734150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,4349,  МОВС,Санкт-Петербург,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,3128,  МСК АЙАЙСИ,Москва,313,5,0,0,0,0,313,5,0,0,0,5,308,308,0,0,0,0,0,0,0,0,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,2326,  МСК УРАЛСИБ,Климовск,53,0,0,0,0,0,53,53,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,1447,  НАДЕЖДА,Красноярск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,2182,  НАДЕЖДА,Красноярск,2123290,0,0,0,0,0,227637,44894,11392,0,0,33502,182743,153113,138490,0,0,0,0,0,0,524,14099,18735,15268,15268,0,0,0,0,0,0,3467,0,0,10895,0,0,0,1895653,1895653,0,0,0
122,4192,  НАРОДНЫЕ КАССЫ,Москва,5014,0,0,0,0,0,5014,0,0,0,0,0,5014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5014,0,0,0,0,0,0,0,0
123,3116,  НАСКО ТАТАРСТАН,Казань,2047300,0,0,0,0,0,662711,233262,77819,0,0,155443,429449,411670,128830,0,0,126,142,14105,0,194753,73714,15445,0,0,0,0,0,0,0,3280,12165,0,0,2334,0,0,0,1387406,1373664,0,13742,0
124,3493,  НАЦИОНАЛЬНЫЕ СТРАХОВЫЕ ТРАДИЦИИ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,3847,  НЕЗАВИСИМАЯ СТРАХОВАЯ ГРУППА,Москва,457956,2876,0,0,0,0,457396,411822,62,0,0,411760,45574,45429,16083,0,0,0,4234,0,0,25112,0,145,145,145,0,0,0,0,0,0,0,0,0,0,0,0,0,560,0,560,0,0
126,2917,  НИК,Ульяновск,589245,0,0,0,0,0,589245,53358,7591,0,0,45767,535887,517884,2627,0,515202,0,0,0,0,0,55,12757,574,574,0,0,11997,0,0,0,186,0,0,5246,0,0,0,0,0,0,0,0
127,401,  НИК-ЛАЙФ,Ульяновск,11643,0,11637,6289,0,5348,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,4301,  НКО НОВС,Камышин,2071,0,0,0,0,0,2071,0,0,0,0,0,2071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2071,0,0,0,0,0,0,0,0
129,4323,  НКО ОВСС,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,4354,  НКО ПОВС ВЗАИМОПОМОЩЬ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,1961,  НОВЫЙ УРЕНГОЙ,Новый Уренгой,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,3295,  НСГ-РОСЭНЕРГО,Горно-Алтайск,2909071,0,0,0,0,0,55871,33252,8227,0,0,25025,22619,22619,22178,0,0,0,0,0,0,45,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2853200,2853200,0,0,0
133,3010,  ОБЛАСТНАЯ МЕД.СТРАХ. КОМПАНИЯ,Калининград обл.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,2346,  ОБЪЕДИНЕННАЯ СТРАХОВАЯ КОМПАНИЯ,Самара,1465193,0,0,0,0,0,590991,23767,6639,0,0,17128,567224,564898,544867,0,0,811,1966,0,0,11641,5613,2326,1674,1674,0,0,0,0,0,438,214,0,0,0,0,0,0,874202,871341,0,2861,0
135,4314,  ОВС ЗАСТРОЙЩИКОВ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,4348,  ОВС МЕД,Тюмень,463,0,0,0,0,0,463,0,0,0,0,0,463,0,0,0,0,0,0,0,0,0,0,463,0,0,0,0,0,0,0,0,463,0,0,0,0,0,0,0,0,0,0,0
137,4293,  ОЙЛЕР ГЕРМЕС РУ,Москва,203439,0,0,0,0,0,203439,0,0,0,0,0,203439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203439,0,0,0,0,0,0,0,0,0
138,3099,  ОПОРА,Рязань,773986,0,0,0,0,0,368159,152044,29617,0,0,122427,216115,206102,118581,0,0,0,0,15969,12003,63154,8398,9807,6163,0,0,0,0,0,0,234,3410,0,0,206,0,0,0,377555,372494,0,5061,0
139,326,  ОРБИТА,Москва,3727,0,0,0,0,0,3727,1413,50,0,0,1363,2314,517,517,0,0,0,0,0,0,0,0,1794,0,0,0,0,0,0,0,871,923,0,0,3,0,0,0,0,0,0,0,0
140,4008,  ОСЖ РЕСО-ГАРАНТИЯ,Москва,35585,140,34148,34148,0,0,1437,1437,1437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,173,  ПАНАЦЕЯ,Ростов-на-Дону,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,915,  ПАРИ,Москва,1166738,0,0,0,0,0,1026211,282516,60562,0,0,221954,743695,692855,175211,0,0,200,413359,0,0,83305,20780,44566,1916,1916,0,0,0,2325,0,492,39808,25,0,6274,0,0,0,133377,132482,0,895,0
143,3268,  ПАРИТЕТ-СК,Москва,280998,1356,0,0,0,0,148067,74905,22018,0,0,52887,73162,73028,42237,0,0,0,0,0,0,21100,9691,52,52,52,0,0,0,0,0,0,0,0,0,82,0,0,0,132931,132931,0,0,0
144,2284,  ПЛАТО,Москва,8420,0,0,0,0,0,8420,8129,6102,0,0,2027,291,291,135,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,3568,  ПОВОЛЖСКИЙ СТРАХОВОЙ АЛЬЯНС,Сызрань,1512919,0,0,0,0,0,82634,6759,5666,0,0,1093,75875,75120,70597,0,0,152,0,0,0,1946,2425,755,138,138,0,0,0,0,0,6,611,0,0,0,0,0,0,1430285,1430285,0,0,0
146,3390,  ПОЛИС-ГАРАНТ,Москва,301791,0,0,0,0,0,241263,74708,49,0,0,74659,166555,149402,141747,0,0,0,0,0,0,6026,1629,15774,11206,11206,0,0,0,0,0,0,4568,0,0,1379,0,0,0,60528,60528,0,0,0
147,3609,  ППФ СТРАХОВАНИЕ ЖИЗНИ,Москва,1032960,0,952890,866043,0,86847,80070,80070,80047,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,3889,  ПРЕСТИЖ-ПОЛИС,Москва,4838,0,0,0,0,0,4838,2676,0,0,0,2676,2162,2162,1920,0,0,0,0,0,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,3438,  ПРОМИНСТРАХ,Москва,433175,3142,0,0,0,0,136992,25774,12054,0,0,13720,111218,27126,15308,0,0,0,0,0,0,3453,8365,79923,0,0,0,0,0,0,0,756,17323,61844,4109,60,0,0,0,296183,288607,0,7576,0
150,2682,  ПРОФСОДРУЖЕСТВО,Москва,69,0,0,0,0,0,69,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,4179,  РАЙФФАЙЗЕН ЛАЙФ,Москва,1004908,22552,994949,994949,74216,0,9959,9959,6865,0,0,3094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,3621,  РЕГИОНАЛЬНЫЙ СТРАХОВОЙ ЦЕНТР,Москва,10976,0,0,0,0,0,10976,763,350,0,0,413,10213,5534,5254,0,250,0,0,0,0,5,25,3579,0,0,0,0,0,0,0,0,0,3579,0,1100,0,0,0,0,0,0,0,0
153,2733,  РЕЗЕРВ,Хабаровск,49900,0,0,0,0,0,49900,48296,48296,0,0,0,1604,1031,0,0,0,0,0,0,0,849,182,50,0,0,0,0,0,0,0,0,50,0,0,523,0,0,0,0,0,0,0,0
154,3972,  РЕНЕССАНС ЖИЗНЬ,Москва,1420653,2314,1328906,1328906,117000,0,91747,91747,48484,0,0,43263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,1209,  РЕСО-ГАРАНТИЯ,Москва,46890319,460063,73468,72758,0,710,24868394,10731826,581221,0,0,10150605,14136568,13586447,12033883,7612,0,33231,155792,0,0,549613,806316,483596,444796,403897,40899,0,0,0,0,4055,34652,93,9697,56828,0,0,0,21830757,21815556,1135,14066,0
156,879,  РЕСО-МЕД,Павловский Посад,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,13,  РЕСО-ШАНС,Москва,640,0,0,0,0,0,640,640,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,3492,  РЕСПЕКТ,Рязань,49301,0,0,0,0,0,49301,13388,11725,0,0,1663,35913,6719,0,0,0,0,0,0,0,6719,0,29194,0,0,0,0,0,0,0,0,12126,17068,0,0,0,0,0,0,0,0,0,0
159,473,  РИКС,Москва,30377,0,0,0,0,0,30377,642,6,0,0,636,29735,1716,0,0,0,0,0,0,0,0,1716,190,0,0,0,0,0,0,0,0,190,0,0,27829,0,0,0,0,0,0,0,0
160,4351,  РНПК,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,1,  РОСГОССТРАХ,Люберцы,79138079,428306,0,0,0,0,22399612,4786461,440057,0,0,4346404,17613151,17012067,11699189,33204,128318,463469,45798,437865,349083,1473021,2731203,535961,386886,332621,54265,0,185,35464,731,2061,57355,53279,53213,11910,3018,3018,0,56735449,56655844,34187,45418,0
162,3984,  РОСГОССТРАХ-ЖИЗНЬ,Москва,8403497,0,7770683,7726359,40845,44324,632814,632814,632814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,3676,  РОСГОССТРАХ-МЕДИЦИНА,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,3535,  РОСИНКОР РЕЗЕРВ,Дмитров,170995,0,0,0,0,0,170995,992,28,0,0,964,170003,66359,62831,0,0,0,0,0,0,3528,0,319,2,2,0,0,0,0,0,6,300,11,0,103325,0,0,0,0,0,0,0,0
165,2191,  РОСМЕДСТРАХ - К,Курск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,2947,  РСХБ-СТРАХОВАНИЕ,Москва,1583625,0,0,0,0,0,1560346,666672,516300,0,0,150372,893674,751363,96301,0,0,0,1424,281323,92362,330694,41621,674,500,500,0,0,0,0,0,0,174,0,141332,305,23279,23279,0,0,0,0,0,0
167,1999,  РУССКАЯ КОРОНА,Рязань,286,0,0,0,0,0,286,286,0,0,0,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,3748,  РУССКИЙ СТАНДАРТ СТРАХОВАНИЕ,Москва,82776,0,17585,17585,0,0,65191,65191,31664,0,0,33527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,235,  РУССКОЕ ПЕРЕСТРАХОВОЧНОЕ ОБ-ВО,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,4202,  САКЛАУ,Казань,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,2873,  САХАМЕДСТРАХ,Якутск,39665,6071,0,0,0,0,39665,39665,0,0,0,39665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,4331,  СБЕРБАНК СТРАХОВАНИЕ,Москва,464293,0,0,0,0,0,464293,144665,10059,0,0,134606,319628,285576,0,0,0,0,0,0,0,25903,259673,18217,0,0,0,0,0,0,0,0,18217,0,138,15697,0,0,0,0,0,0,0,0
173,3692,  СБЕРБАНК СТРАХОВАНИЕ ЖИЗНИ,Москва,5277282,0,5214833,5214833,3359285,0,43109,43109,38947,0,0,4162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,924,  СЕЛЕКТА,Москва,99234,0,0,0,0,0,99234,26440,847,0,0,25593,72794,66866,33763,0,0,18259,14,0,0,14400,430,5928,0,0,0,0,0,3597,0,0,2311,20,0,0,0,0,0,0,0,0,0,0
175,632,  СЕРВИСРЕЗЕРВ,Ковров,1321730,0,0,0,0,0,46731,7733,7247,0,0,486,38998,38241,36101,0,0,0,0,0,0,0,2140,757,0,0,0,0,0,0,0,0,757,0,0,0,0,0,0,1274999,1274999,0,0,0
176,2353,  СИБИРСКИЙ ДОМ СТРАХОВАНИЯ,Кемерово,830636,0,0,0,0,0,169049,140607,4276,0,0,136331,28442,10826,9823,0,0,0,0,0,0,0,1003,17616,17227,17227,0,0,0,0,0,0,389,0,0,0,0,0,0,661587,660861,0,726,0
177,3467,  СИБИРСКИЙ СПАС,Новокузнецк,620584,8556,0,0,0,0,144456,73425,6667,0,0,66758,71031,70921,69468,0,0,0,0,0,0,0,1453,110,0,0,0,0,0,0,0,85,25,0,0,0,0,0,0,476128,476128,0,0,0
178,3270,  СИБИРСКИЙ СПАС-МЕД,Новокузнецк,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,4105,  СИВ ЛАЙФ,Москва,2220141,0,2206628,2206628,122538,0,13513,13513,10004,0,0,3509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,2444,  СИМАЗ-МЕД,Новосибирск,19564,0,0,0,0,0,19564,19564,0,0,0,19564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,3803,  СК ДОМИНАНТА,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,3225,  СК ЕВРОПЛАН,Москва,411326,0,0,0,0,0,411326,0,0,0,0,0,411326,407752,407752,0,0,0,0,0,0,0,0,3574,3574,3574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,3825,  СК СОГАЗ-ЖИЗНЬ,Москва,3500245,0,3489978,3360076,8579,129902,8311,8311,8311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1956,1956,0,0,0,0,0,0
184,4174,  СКОР П.О.,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,3941,  СМП-СТРАХОВАНИЕ,Москва,432547,18,0,0,0,0,432547,354822,3338,0,0,351484,77725,76975,29852,0,0,0,0,0,0,46865,258,750,750,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,3834,  СО ПОМОЩЬ,Санкт-Петербург,198841,0,0,0,0,0,198841,74061,611,0,0,73450,124780,37802,17223,0,0,0,614,0,0,10711,9254,61438,14382,14382,0,0,0,0,0,0,46540,516,0,25540,0,0,0,0,0,0,0,0
187,1208,  СОГАЗ,Москва,75057256,0,0,0,0,0,62922373,48854672,2673494,0,0,46181178,14067701,11410950,2852114,602648,1246406,146109,-406233,180,0,6668798,300928,685947,39008,39008,0,25849,120750,7392,109704,8645,374599,0,1884733,86071,5035343,5035343,0,7099540,6768374,93765,237401,0
188,3230,  СОГАЗ-МЕД,Москва,210515,0,0,0,0,0,210515,210515,0,0,0,210515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,1307,  СОГЛАСИЕ,Москва,20036595,322792,0,0,0,0,12534914,2223264,505278,0,0,1717986,10311650,9580419,8475789,5437,0,48108,62021,16240,10705,856925,115899,627940,396303,250154,146149,170907,15613,6489,0,0,32038,6590,44900,58391,504,504,0,7566736,7504730,2758,59248,0
190,3511,  СОГЛАСИЕ-ВИТА,Москва,198691,0,195563,195563,0,0,3128,3128,3128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,1580,  СОСЬЕТЕ ЖЕНЕРАЛЬ СТРАХОВАНИЕ,Москва,46063,0,0,0,0,0,46063,3851,61,0,0,3790,42212,29602,27636,0,0,0,0,0,0,0,1966,31,0,0,0,0,0,0,0,0,31,0,0,12579,0,0,0,0,0,0,0,0
192,4079,  СОСЬЕТЕ ЖЕНЕРАЛЬ СТРАХОВАНИЕ ЖИЗНИ,Москва,589910,0,530482,530482,530482,0,59428,59428,59428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,3528,  СПАСЕНИЕ,Казань,377467,0,0,0,0,0,377467,377467,0,0,0,377467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,3300,  СПАССКИЕ ВОРОТА,Салехард,417471,4775,0,0,0,0,403204,329782,5474,0,0,324308,73422,73184,3564,0,0,0,68293,0,0,1327,0,238,0,0,0,0,0,0,0,0,238,0,0,0,0,0,0,14267,14267,0,0,0
195,2354,  СПАССКИЕ ВОРОТА-М,Москва,26509,0,0,0,0,0,26509,26509,0,0,0,26509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
