"Сведения о страховых суммах по договорам страхования, заключенным в отчетном периоде (с учетом изменений), в разрезе страховщиков, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 240,Unnamed: 241,Unnamed: 242,Unnamed: 243,Unnamed: 244,Unnamed: 245,Unnamed: 246,Unnamed: 247,Unnamed: 248,Unnamed: 249,Unnamed: 250,Unnamed: 251,Unnamed: 252,Unnamed: 253,Unnamed: 254,Unnamed: 255
0141,"Страховое Акционерное Общество ""Медэкспресс""",101432784.91451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,99313530.29366,3796880.359,0,0,0,3734114,0,62766.359,95516649.93466,7804124.38615,86546221.94851,1166303.6,2119254.62085,2026738.26185,204189.417,204189.417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1255105.45443,0,0,1255105.45443,567443.39042,0,0,567443.39042,92516.359,45000,45000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47516.359,0,0,0,0,47516.359,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0191,"Акционерное общество ""Т-Страхование""",21365985931.83786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,11439719583.7249,11439719583.7249,2736193985.073,0,0,0,0,8703525598.65191,0,0,0,0,9926266348.11296,4419265922.79964,784830649.21401,784830649.21401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3634435273.58563,672387220.21531,0,2962048053.37032,110296429.6768,37306390,37306390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72990039.6768,0,0,0,0,72990039.6768,0,,0,0,0,0,0,,0,0,0,5396703995.63652,56667688.61999,0,5340036307.01653,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0206,"Акционерное общество ""Страховая Компания ""СОЛИДАРНОСТЬ""",140529717.6119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,112067839.89762,2832508.75079,0,0,0,1157120,0,1675388.75079,109235331.14683,52948106.91983,4839798.679,51447425.548,28461877.71428,26156533.10834,1298587.27439,993813.69375,304773.58064,0,55244.847,0,0,0,447597.39324,0,0,0,0,0,0,0,0,0,0,0,19329128.23574,0,198542.71791,19130585.51783,5025975.35797,687644.6,106503.293,4231827.46497,2231384.60594,120000,0,0,120000,0,629,0,0,0,100,0,0,100,103817.75768,0,103817.75768,1884337.84826,1267377.84712,0,12800,5000,599160.00114,122500,,0,0,0,0,0,,122500,0,0,73960,0,0,73960,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0212,"Акционерное общество Страховая компания ""Турикум""",287942664.02028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287942664.02028,235590332.20216,0,0,0,0,0,0,0,0,186088766.36167,0,0,0,0,0,0,0,0,0,0,0,49501565.84049,0,63384.54633,49438181.29416,0,0,0,0,23083241.206,0,0,0,0,0,0,0,0,0,0,0,0,0,9073902.42533,9073902.42533,0,14009338.78067,0,0,0,0,14009338.78067,0,,0,0,0,0,0,,0,0,26281890.14512,2987200.467,0,0,2987200.467,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0290,"Акционерное общество ""Зетта Страхование""",275073309596.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,106876240771.99,106634214411.54,3713358.733,0,1592000,116774448.03,0,106512134604.777,242026360.45,232108610.45,69610,9848140,137963678372.11,2485702500.8,84190114.14,84190114.14,0,1482002.56,0,0,0,0,1440664108.51,480891.17,0,0,0,0,0,480891.17,0,0,480891.17,0,380676222.4,0,35529721.27858,345146501.12142,578209162.02,180545421.295,41663981.595,355999759.13,34864130766.59,1358282.86,1358282.86,0,0,0,0,0,0,0,2737624.2,2737624.2,0,0,12848151.2,7785191.11,5062960.09,34845770864.29,31454614.787,0,842850.003,19600,34813453799.5,1415844.04,,0,0,731250.005,0,0,,51500,633094.035,87853,100613757251.72,1095638547.985,0,99518118703.735,,,,,,,,,0,22992500,13132500,160000,560000,9140000,30210397952,0,0,0,0,0,0,1110476800,73312256,73312256,0,29026608896,2983821056,15237832704,2761768960,8043186176,0,0,0
0348,"Страховое акционерное общество ""ЛЕКСГАРАНТ""",3732663.981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,3181941.075,3200,0,0,0,0,0,3200,3178741.075,0,0,3178741.075,550722.906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137880,,0,0,0,0,0,,10000,127880,0,412842.906,412842.906,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0397,"Общество с ограниченной ответственностью Страховая Компания ""Гелиос""",482141449.49919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,320444815.16336,275286226.64378,134028667.0111,0,0,0,0,141257559.63268,45158588.51958,0,12365446.51958,32793142,161696634.33583,147835690.31734,34000270.11385,34000270.11385,0,0,0,914.92775,0,914.92775,46882750.79209,0,0,0,0,0,0,0,0,0,0,0,60386680.4501,759720.54955,15422599.45371,44204360.44684,6565074.03355,2027402.37599,245176.989,4292494.66856,12545493.03299,31200,31200,0,0,0,3109,1500311.9,0,1500311.9,0,0,0,0,61800,0,61800,10862572.13299,4254320.16672,0,522300,0,6085951.96627,86500,,0,0,0,0,0,,86500,0,0,1315450.9855,1205779.0335,0,109671.952,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0436,"Общество с ограниченной ответственностью ""АМТ Страхование""",966381607.00642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,239933289.33313,239806519.33313,0,0,0,0,0,239806519.33313,126770,0,0,126770,726448317.67329,579514591.26977,0,0,0,0,4454503.4,24462238.32152,24462238.32152,0,21457730.80641,86506,0,0,0,0,0,86506,0,86506,0,0,377572850.57498,0,0,377572850.57498,151480762.16686,0,0,151480762.16686,121894178.34066,0,0,0,0,0,4689727.652,108001458.93703,108001458.93703,0,0,0,0,0,3532676.66664,0,3532676.66664,5670315.08499,0,0,0,0,5670315.08499,0,,0,0,0,0,0,,0,0,0,25039548.06286,0,25039548.06286,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0448,"Страховое Акционерное Общество ""Геополис""",81165.84700000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,72763.728,72763.728,,0,0,0,72763.728,0,0,0,0,0,0,8402.119,0,0,0,0,0,0,0,8402.119,0,0,8402.119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0518,"Акционерное общество Страховая компания ""БАСК""",55672491.382860005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,9952185.31969,2867188.44383,0,0,0,0,0,2867188.44383,7084996.87586,0,0,7084996.87586,38507806.06317,37693373.06317,3154871.27009,3154871.27009,0,0,0,0,0,0,9696446.8387,0,0,0,0,0,0,0,0,0,0,0,24439115.90138,0,0,24439115.90138,402939.053,367708.9,35157.153,73,792633,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,791633,0,0,10000,0,781633,0,,0,0,0,0,0,,0,0,0,21800,0,0,21800,,,,,,,,,0,7212500,6567500,270000,80000,295000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0585,"Общество с ограниченной ответственностью ""Страховая фирма ""Адонис""",50011434.23181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,19790589.53191,9001124.70035,210599.825,0,0,0,0,8790524.87535,10789464.83156,0,775595.84209,10013868.98947,30220844.6999,30065054.6999,7509841.35973,7509841.35973,0,0,0,7406,0,7406,2737579.00664,11677,0,0,0,0,0,11677,0,0,11677,0,5525506.70275,0,0,5525506.70275,14273044.63078,5035979.5241,4225569.59223,5011495.51445,137290,11700,11700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125590,0,0,0,0,125590,0,,0,0,0,0,0,,0,0,0,18500,0,0,18500,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0621,"Страховое акционерное общество ""ВСК""",1608837390594.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,9482352776.939,5979047918.494,4409994126.672,14857479,302000,168480183.28,0,1385414129.542,3503304858.445,0,2160857597.448,1342447260.997,19158587392.109,13851274052.014,1010381064.607,1010381064.607,0,141786473.589,122098271.693,191556663.017,191556663.017,0,5144049711.279,22194632.842,19079389.009,15856759.086,0,3222629.923,0,3115243.833,2235931.419,0,879312.414,0,5350577925.917,1044401719.594,1344031490.06,2962144716.263,1868629309.07,1768707917.548,96022395.645,3898995.877,4996644159.246,48259559.991,48259559.991,0,0,0,136894856.426,4389587706.625,4389587706.625,0,55183969.706,419500.001,18560,54745909.705,26007183.941,26007183.941,0,340353420.811,59995894.852,0,10145354.695,5701846.349,264510324.915,357461.746,,0,0,0,0,0,,56000,301461.746,91922180.761,218747000.088,0,0,218747000.088,,,,,,,,,0,704232500,518370000,42542500,18160000,125160000,1579492217925,70730921250,0,70730921250,241420500,70757550,170662950,2198137500,5110480350,5099197050,11283300,1293993587475,46634919750,96283703700,122327445375,1028747518650,133170305850,74047365000,0
0630,"Акционерное общество ""Страховая компания ГАЙДЕ""",906686005671.4464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,148557893.98117,75578611.22167,0,0,0,0,0,75578611.22167,72979282.7595,8396932.9895,0,64582349.77,445156875.64126,433480163.57712,74978148.65914,74978148.65914,0,2291288.92646,0,1776504.71,0,1776504.71,201297131.17983,0,0,0,0,0,0,0,0,0,0,0,100184604.58781,0,0,100184604.58781,52952485.51388,35040492.64037,0,17911992.87351,6301252.90931,1010200,1010200,0,0,0,0,0,0,0,0,0,0,0,4850,0,4850,4995152.90931,0,0,0,0,4995152.90931,291050,,0,0,0,0,0,,291050,0,0,5375459.15483,0,0,5375459.15483,,,,,,,,,0,37045000,37045000,0,0,0,906055245901.824,0,0,0,0,0,0,0,0,0,0,906055245901.824,0,0,906055245901.824,0,0,0,0
0796,"Акционерное общество ""Страховая группа АВАНГАРД - ГАРАНТ""",88525.55215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,4616.04248,4616.04248,0,0,0,4616.04248,0,0,0,0,0,0,83909.50967,83909.50967,62668.6578,62668.6578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21240.85187,0,0,21240.85187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0915,"Акционерное общество ""Страховая компания ""ПАРИ""",45779905543.55963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,224038216.17576,200648270.95576,0,0,0,0,0,200648270.95576,23389945.22,0,21867145.22,1522800,4885808601.38387,4441000639.572,28893057.02648,28893057.02648,0,832696.412,212725.733,1427376.83278,0,1427376.83278,3617883125.88428,0,0,0,0,0,0,0,0,0,0,0,523180803.73232,269873434.33795,34344237.07649,218963132.31788,268570853.95114,14252179.7335,3928677.05458,250389997.16306,244296929.34568,5979060.85157,5979060.85157,0,0,0,169089.4,3614121.232,0,3614121.232,2399255.52297,2399255.52297,0,0,3032300,833150,2199150,228984102.33914,4375670.23029,0,215900,12100,224380432.10885,119000,,0,0,0,0,0,,69000,50000,1180093.89424,199330938.57195,184338666.1808,0,14992272.39115,,,,,,,,,0,26351846,13871846,520000,260000,11700000,40643706880,0,0,0,11063296,0,11063296,36601856,917706752,810924032,106782720,39678334976,1154873344,11226058752,10938312704,16359090176,0,0,0
0928,"Страховое публичное акционерное общество ""Ингосстрах""",6761677142902.864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,11594771370.043,946518466.94344,18546401.39265,6802827.9085,7880000,373200,0,912916037.64229,10648252903.0996,7070058322.54734,1362967441.29428,2215227139.25795,76823131432.8213,26869694960.1127,1898053852.32627,1898053852.32627,0,136885707.45652,172338550.78715,1612229538.61063,1566436851.81735,45792686.79328,8826453619.89217,41606418.26969,31037753.12092,19358916.53916,0,11678836.58176,0,10568665.14877,0,0,10568665.14877,0,11848503031.6855,0,637134211.73861,11211368819.9469,2333624241.08482,1327321852.66602,134265926.47037,872036461.94843,47942503967.2808,238179790.7828,238179790.7828,0,0,0,1734811951.3292,44982877173.5847,44767953466.0955,214923707.4892,56236156.23948,4691889.478,14000,51530266.76148,181554293.75078,15971000,165583293.75078,748167899.03877,105978490.30265,26567750,27677875.4,5811125.141,582132658.19512,676702.55514,,141500,0,0,0,0,,387000,148202.55514,14772746.0551,1996159759.37264,7308746.29444,0,1988851013.0782,,,,,,,,,0,864832500,602652500,46700000,17140000,198340000,6672394407600,31181618250,1329615000,29852003250,51113025,5710500,45402525,1323371925,9754307550,9620197875,134109675,4948837788825,213358722300,772236969750,170404076025,3792838020750,913511835900,766698325425,945675000
1182,"Общество с ограниченной ответственностью ""Страховая компания ""ТИТ""",1339882848.6529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,794749251.91263,30199620.40939,802000,0,0,0,0,29397620.40939,764549631.50324,0,0,764549631.50324,545133596.74027,368846442.47549,227967866.8626,227967866.8626,0,0,5168753.89039,412816,0,412816,35294045.54669,0,0,0,0,0,0,0,0,0,0,0,71578933.99381,0,2113298.24702,69465635.74679,28424026.182,0,0,28424026.182,157720292.7371,296477.473,296477.473,0,0,0,138697292.82173,65436,0,65436,0,0,0,0,17999936.44237,0,17999936.44237,0,0,0,0,0,0,661150,,0,0,0,0,0,,476150,185000,0,18566861.52768,8693.5824,47691.45,18510476.49528,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
