Сведения о количестве заявленных страховых случаев,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48
,,,,,,, страхования)-всего,,,,,,лекарственного,налоговых органов,страхование,,Всего,транспорта,средств,,,,,"страхование,",,,, железнодорожного, средств (кроме, средств (страхования,железнодорожного,воздушного транспорта,водного транспорта,эксплуатирующих,вследствие недостатков,третьим лицам,исполнение,,,,государственном,законами,,,аварии на опасном, имуществу пассажиров,федеральными,
,,,,,,,,,,,,,препарата для,,,,,(кроме средств,железнодорожного,средств воздушного,средств водного,грузов,сельскохозяйственное,осуществляемое с,прочего имущества,прочего имущества,,транспорта)," страхования,", осуществляемого в,транспорта,,,опасные объекты,"товаров, работ, услуг",, обязательств по,,,, страховании лиц,,,, объекте,,законами,
,,,,,,,,,,,,,медицинского,,,,,железнодорожного,транспорта,транспорта,транспорта,,страхование - всего,государственной,юридических лиц,граждан,,, осуществляемого в,рамках международной,,,,,,, договору,,,,,,,,,,,
,,,,,,,,,,,,,применения,,,,,транспорта),,,,,, поддержкой,,,,,рамках международной, системы страхования,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,, системы страхования," ""Зеленая карта"")",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ""Зеленая карта"")",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
ИТОГО:,,,,39135709,220370,816377,439903,112070,376474,36869729,35826267,352154,73,132,35474113,1043462,903367,646728,6508,396,553,59605,1944,416,19939,167694,24939,5373,2990,2383,389,391,918,134,1218,15844,672,1000,114156,35519,35519,0,1414084,1406333,1980,5771,0,299872
1,1675,"""Совкомбанк страхование"" (АО)",Санкт-Петербург,77397,12544,0,0,0,0,70941,64978,342,0,0,64636,5963,5848,5438,0,0,12,258,0,0,69,71,27,1,1,0,0,0,1,0,2,22,1,0,88,0,0,0,6456,6455,0,1,0,0
2,3947,"АО ""АИГ""",Москва,276,0,0,0,0,0,276,3,3,0,0,0,273,169,0,0,0,0,145,0,0,24,0,96,0,0,0,0,0,0,0,0,96,0,0,8,0,0,0,0,0,0,0,0,0
3,2239,"АО ""АльфаСтрахование""",Москва,5821809,1083,0,0,0,0,5625386,5451894,9631,0,0,5442263,173492,128203,89176,234,25,37,775,24,6,2645,35287,2998,1668,1159,509,0,66,36,0,42,1184,2,559,41732,0,0,0,196423,196239,29,155,0,0
4,3064,"АО ""Боровицкое страховое общество""",Москва,3203,0,0,0,0,0,711,610,13,0,0,597,101,96,95,0,0,0,0,0,0,0,1,5,2,2,0,0,0,0,0,0,2,1,0,0,0,0,0,2492,2492,0,0,0,0
5,1284,"АО ""Группа Ренессанс Страхование""",Москва,383412,5445,0,0,0,0,337284,210298,5320,0,0,204978,126986,86785,53071,0,0,6,26818,0,0,163,6727,434,119,119,0,0,0,2,0,6,307,0,0,39767,0,0,0,46128,46082,1,45,0,0
6,3211,"АО ""ГСК ""Югория""",Ханты-Мансийск,53746,883,0,0,0,0,41938,25578,4102,0,0,21476,16360,16273,15651,0,2,4,14,27,0,88,487,73,7,7,0,0,0,0,0,1,63,2,0,14,0,0,0,11808,11787,0,21,0,0
7,1820,"АО ""ГУТА-Страхование""",Москва,179,0,0,0,0,0,179,172,1,0,0,171,7,3,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
8,1412,"АО ""Д2 Страхование""",Новосибирск,1908,767,0,0,0,0,1907,1729,390,0,0,1339,178,141,11,0,0,0,0,0,0,1,129,3,0,0,0,0,0,0,0,0,3,0,0,34,0,0,0,1,1,0,0,0,0
9,0055,"АО ""ДальЖАСО""",Хабаровск,3711,0,0,0,0,0,3711,3660,179,0,0,3481,51,49,30,0,0,0,4,0,0,6,9,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
10,4009,"АО ""ЕРВ Туристическое Страхование""",Москва,15847,0,0,0,0,0,15847,14681,4,0,0,14677,1166,31,0,0,0,0,0,0,0,0,31,132,0,0,0,0,0,0,0,0,4,128,0,1003,0,0,0,0,0,0,0,0,0
11,1427,"АО ""МАКС""",Москва,116991,0,0,0,0,0,80595,67830,1042,0,0,66788,12765,12620,12435,7,0,0,35,4,4,101,38,33,12,12,0,0,0,0,0,0,21,0,0,112,344,344,0,36052,35967,0,85,0,0
12,3256,"АО ""МетЛайф""",Москва,298323,0,7790,7785,4130,5,290533,290533,5148,0,0,285385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2346,"АО ""ОСК""",Самара,20307,16,0,0,0,0,9091,4726,550,0,0,4176,4365,4306,4109,0,0,20,5,2,0,58,112,52,18,18,0,0,0,2,0,4,27,1,0,7,0,0,0,11216,11213,0,3,0,0
14,3748,"АО ""Русский Стандарт Страхование""",Москва,9100,0,6857,6857,0,0,2243,2243,1505,0,0,738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6326
15,3889,"АО ""СГ ""ПРЕСТИЖ-ПОЛИС""",Москва,221,0,0,0,0,0,221,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,221,0,0,0,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0
16,2619,"АО ""СК ""Астро-Волга""",Самара,33562,0,0,0,0,0,9937,9537,1471,0,0,8066,400,393,286,0,0,0,0,0,0,8,99,7,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,23625,23625,0,0,0,0
17,0507,"АО ""СК ""Колымская""",Хабаровск,6163,5,3870,3783,0,87,2293,2293,1098,0,0,1195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0915,"АО ""СК ""ПАРИ""",Москва,27473,0,0,0,0,0,25977,21050,321,0,0,20729,4927,4131,1675,0,0,1,1989,0,0,229,237,541,8,8,0,0,0,0,0,7,526,0,0,255,0,0,0,1496,1490,1,5,0,0
19,2733,"АО ""СК ""Резерв""",Хабаровск,242,0,0,0,0,0,242,242,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,4014,"АО ""СК ""Югория-Жизнь""",Москва,492,0,447,447,0,0,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174
21,0630,"АО ""СК ГАЙДЕ""",Санкт-Петербург,51724,0,0,0,0,0,30367,25852,355,0,0,25497,4515,4399,4312,0,0,0,6,0,0,18,63,94,3,3,0,0,0,0,0,0,3,88,0,22,0,0,0,21357,21338,0,19,0,0
22,2873,"АО ""СМК ""Сахамедстрах""",Якутск,3570,2223,0,0,0,0,3570,3570,0,0,0,3570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1587,"АО ""СО ""Талисман""",Казань,6484,0,0,0,0,0,442,121,121,0,0,0,321,315,306,0,0,0,0,4,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6042,6042,0,0,0,0
24,1208,"АО ""СОГАЗ""",Москва,17441882,7942,0,0,0,0,17326982,17239532,140462,0,0,17099070,87450,69769,34119,3113,319,197,373,13,1,9279,22356,7481,72,72,0,48,257,129,80,102,6775,18,80,10120,17903,17903,0,96997,91070,1648,4279,0,0
25,3229,"АО ""Страховая бизнес группа""",Воронеж,3675,319,0,0,0,0,2075,2033,180,0,0,1853,42,12,2,0,0,1,0,0,0,8,1,30,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,1600,1558,0,42,0,0
26,0983,"АО ""Страховая группа ""УралСиб""",Москва,203,0,0,0,0,0,203,192,144,0,0,48,11,2,0,0,0,0,0,0,0,1,1,8,0,0,0,0,0,0,0,0,1,7,0,1,0,0,0,0,0,0,0,0,0
27,0796,"АО ""Страховая группа АВАНГАРД - ГАРАНТ""",Москва,59,0,0,0,0,0,59,0,0,0,0,0,59,59,39,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,3390,"АО ""Страховая Компания ""ПОЛИС-ГАРАНТ""",Москва,3222,0,0,0,0,0,2574,1827,12,0,0,1815,747,735,723,0,0,0,0,0,0,4,8,3,3,3,0,0,0,0,0,0,0,0,0,9,0,0,0,648,648,0,0,0,0
29,3230,"АО ""Страховая компания ""СОГАЗ-Мед""",Москва,7108,0,0,0,0,0,7108,7108,0,0,0,7108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0206,"АО ""Страховая Компания ""СОЛИДАРНОСТЬ""",Ангарск,2893,0,0,0,0,0,2893,2849,172,0,0,2677,44,43,11,0,0,0,0,0,0,10,22,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
31,2144,"АО ""Страховая компания АСКО-Центр""",Курск,470,86,0,0,0,0,470,303,23,0,0,280,167,167,162,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,0191,"АО ""Тинькофф Страхование""",Москва,39955,0,0,0,0,0,23950,3629,3629,0,0,0,20321,19374,12939,0,0,0,0,0,0,0,6435,55,15,15,0,0,0,0,0,0,40,0,0,892,0,0,0,16005,16005,0,0,0,0
33,3987,"АО ""УРАЛСИБ Жизнь""",Москва,9660,4,9642,8938,142,704,18,18,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8596
34,0212,"АО ""Цюрих надежное страхование""",Москва,365,9,0,0,0,0,365,7,7,0,0,0,358,181,0,0,0,0,86,0,0,95,0,127,1,1,0,0,0,0,0,58,68,0,50,0,0,0,0,0,0,0,0,0,0
35,0177,"АО ""Юнити страхование""",Москва,28400,414,0,0,0,0,10045,1298,730,0,0,568,8747,8628,8392,0,0,0,44,0,0,114,78,97,27,11,16,0,0,0,0,5,65,0,2,20,0,0,0,18355,18355,0,0,0,0
36,3300,"АО СГ ""Спасские ворота""",Салехард,5152,244,0,0,0,0,5040,4766,7,0,0,4759,274,270,17,0,0,0,249,0,0,3,1,4,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,112,108,0,4,0,0
37,1858,"АО СК "" Армеец""",Москва,11406,158,0,0,0,0,840,752,267,0,0,485,88,79,51,0,0,0,0,0,0,1,27,9,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,10566,10566,0,0,0,0
38,0290,"АО СК ""Альянс""",Москва,4915,55,0,0,0,0,4910,2386,2144,9,0,242,2524,1457,6,150,4,32,1053,0,0,185,27,138,0,0,0,0,17,0,0,4,117,0,3,926,0,0,0,5,0,0,5,0,0
39,0518,"АО СК ""БАСК""",Белово,74109,0,0,0,0,0,72109,72034,168,0,0,71866,75,72,64,0,0,0,1,0,0,1,6,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2000,1999,1,0,0,0
40,2027,"АО СК ""Двадцать первый век""",Санкт-Петербург,5676,355,0,0,0,0,550,253,230,0,0,23,297,149,139,0,0,0,6,0,0,1,3,148,146,0,146,0,0,0,0,1,1,0,0,0,0,0,0,5126,5126,0,0,0,0
41,0425,"АО СК ""Ингвар""",Москва,5424,0,0,0,0,0,5424,0,0,0,0,0,5424,5424,0,0,0,0,5371,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,3991,"АО СК ""Ренессанс здоровье""",Москва,32797,44,747,677,0,70,32050,32050,4584,0,0,27466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
43,2947,"АО СК ""РСХБ-Страхование""",Москва,8590,0,0,0,0,0,8590,7281,7109,0,0,172,1309,1234,364,0,0,0,2,353,256,185,330,33,0,0,0,0,0,0,0,0,33,0,7,35,0,0,0,0,0,0,0,0,0
44,1216,"АО СК ""Чулпан""",Альметьевск,14937,0,0,0,0,0,6330,5712,1088,0,0,4624,618,595,459,0,0,0,0,16,0,16,104,23,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,8607,8602,0,5,0,0
45,4376,"НКО ""ВОВС""",Сызрань,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,4349,"НКО ""МОВС""",Санкт-Петербург,3,0,0,0,0,0,3,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,4301,НКО НОВС,Камышин,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
48,4202,"НКО ОВС ""Саклау""",Казань,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,4169,"НКО ПОВС ""ГарантИнвест""",Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,4296,"НКО ПОВС ""Кооп-Ресурс""",Вологда,5,0,0,0,0,0,5,0,0,0,0,0,5,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,4359,"НКО ПОВС ""Страховой дом ""Платинум""",Санкт-Петербург,259,0,0,0,0,0,259,0,0,0,0,0,259,259,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,4360,"НКО ПОВС ""Эталон""",Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,4354,НКО ПОВС «ВЗАИМОПОМОЩЬ»,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,4279,НКО ПОВС «Кооперативное единство»,Новосибирск,27,0,0,0,0,0,27,0,0,0,0,0,27,27,7,0,0,0,0,0,0,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,4362,НКО ПОВС «Содружество»,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,2708,"ОАО ""ЧСК""",Москва,74852,0,0,0,0,0,74532,74511,88,0,0,74423,21,8,6,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,8,0,0,5,298,298,0,22,0,9,13,0,0
57,2496,"ООО ""Абсолют Страхование""",Москва,27647,1654,0,0,0,0,25598,22986,2395,1,0,20591,2612,2424,1842,0,0,26,110,1,1,156,289,149,14,14,0,0,0,12,0,16,106,1,1,38,0,0,0,2049,2043,0,6,0,0
58,3867,"ООО ""АК БАРС СТРАХОВАНИЕ""",Казань,4623,0,0,0,0,0,4623,3624,3574,0,0,50,999,967,53,0,0,0,0,251,0,27,636,29,0,0,0,0,0,0,0,1,28,0,0,3,0,0,0,0,0,0,0,0,0
59,3447,"ООО ""АльфаСтрахование-Жизнь""",Москва,54808,181,54341,54293,1614,48,467,467,154,0,0,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50745
60,0436,"ООО ""АМТ Страхование""",Москва,33,0,0,0,0,0,33,10,10,0,0,0,23,15,0,0,0,13,0,0,0,2,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,4334,"ООО ""Атрадиус Рус Кредитное Страхование""",Москва,46,0,0,0,0,0,46,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0
62,3487,"ООО ""БИН Страхование""",Москва,75,0,0,0,0,0,73,18,18,0,0,0,55,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,54,1,0,0,0,0,0,2,0,0,2,0,0
63,3799,"ООО ""БСД""",Москва,9889,0,0,0,0,0,9889,9790,1,0,0,9789,99,95,84,0,0,0,1,0,0,6,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
64,3826,"ООО ""Вита-страхование""",Сургут,44314,0,1037,1010,0,27,43277,43277,67,0,0,43210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,3866,"ООО ""ВСК-Линия жизни""",Москва,21439,33,17334,17062,0,272,888,888,133,0,132,755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3217,3217,0,0,0,0,0,0,16886
66,3978,"ООО ""ВСК-Милосердие""",Москва,1748,0,0,0,0,0,1748,1748,0,0,0,1748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,1083,"ООО ""Зетта Страхование""",Москва,33151,973,0,0,0,0,17536,4994,1787,0,0,3207,12542,11707,10762,0,0,0,24,50,0,93,778,249,138,24,114,0,0,0,1,0,100,10,0,586,0,0,0,15615,15571,5,39,0,0
68,3984,"ООО ""Капитал Лайф Страхование Жизни""",Москва,118588,401,91691,91551,539,140,26897,26897,10957,0,0,15940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70981
69,4209,"ООО ""Кофас Рус Страховая Компания""",Москва,75,0,0,0,0,0,75,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0
70,4326,"ООО ""КПСК""",Симферополь,3067,0,0,0,0,0,3067,2995,65,0,0,2930,72,69,31,0,0,0,0,0,0,11,27,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
71,4189,"ООО ""Кредендо – Ингосстрах Кредитное Страхование""",Москва,39,0,0,0,0,0,39,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0
72,4013,"ООО ""МАКС-Жизнь""",Москва,1421,3,1421,1421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1323
73,3594,"ООО ""МСГ""",Москва,1599,697,0,0,0,0,1599,1599,789,0,0,810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,3128,"ООО ""МСК ""АйАйСи""",Москва,200,73,0,0,0,0,200,76,0,0,0,76,124,124,18,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,2031,"ООО ""МСК ""ИНКО-МЕД""",Воронеж,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,3295,"ООО ""НСГ-""Росэнерго""",Горно-Алтайск,65602,0,0,0,0,0,5847,4851,1070,0,0,3781,996,989,955,0,0,0,0,0,0,0,34,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,59755,59755,0,0,0,0
77,4008,"ООО ""ОСЖ РЕСО-Гарантия""",Москва,538,3,499,499,0,0,39,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427
78,3609,"ООО ""ППФ Страхование жизни""",Москва,16322,0,13739,11197,0,2542,2583,2583,1865,0,0,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
79,3438,"ООО ""ПРОМИНСТРАХ""",Москва,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,153,0,0,0,0
80,0473,"ООО ""РИКС""",Москва,251,0,0,0,0,0,251,166,9,0,0,157,85,8,0,0,0,0,0,0,0,2,6,2,0,0,0,0,0,0,0,0,2,0,0,75,0,0,0,0,0,0,0,0,0
81,3943,"ООО ""СК ""АК БАРС-Мед""",Казань,25857,3232,0,0,0,0,25857,25857,0,0,0,25857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,2042,"ООО ""СК ""Гранта""",Казань,2486,50,0,0,0,0,2486,1028,199,0,0,829,1458,1444,1401,0,0,0,0,0,0,14,29,13,2,2,0,0,0,0,0,3,8,0,0,1,0,0,0,0,0,0,0,0,0
83,3823,"ООО ""СК ""Ингосстрах-Жизнь""",Москва,8732,139,6157,5655,360,502,2575,2575,2565,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5123
84,3837,"ООО ""СК ""Ингосстрах-М""",Москва,10933,0,0,0,0,0,10933,10933,0,0,0,10933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,2169,"ООО ""СК ""Инертек""",Санкт-Петербург,2,0,0,0,0,0,2,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2682,"ООО ""СК ""ИНСАЙТ""",Красногорск,193,0,0,0,0,0,193,0,0,0,0,0,193,190,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
87,1336,"ООО ""СК ""Капитал-полис""",Санкт-Петербург,107552,0,0,0,0,0,107552,106759,20,0,0,106739,793,742,440,0,0,0,298,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0
88,2877,"ООО ""СК ""Мегарусс-Д""",Москва,1632,0,0,0,0,0,1594,274,90,0,0,184,1320,1320,1319,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,38,0,0,0,0
